year-month,lhd,CO ppm,NO pphm,NO2 pphm,OZONE pphm,PM10 µg/m³,SO2 pphm,asthma edp [f],asthma edp [m]
2024-04,Hunter New England,0.0666666666666666,0.5446729523893069,0.5416666666666666,1.7285714285714284,18.585714285714285,0.1576481531024997,41.315384615384616,29.56153846153846
2024-05,Hunter New England,0.0666666666666666,0.9530062857226403,0.7083333333333334,1.4857142857142858,16.714285714285715,0.17,41.57692307692308,28.607692307692307
2024-06,Hunter New England,0.0666666666666666,0.969672952389307,0.7666666666666667,1.457142857142857,13.257142857142858,0.184441657933432,41.83846153846154,27.653846153846157
2014-07,Illawarra Shoalhaven,0.2,0.7127248050692564,0.6916826737327699,1.95,12.05,0.1,42.1,26.7
2014-08,Illawarra Shoalhaven,0.2,0.4499999999999999,0.65,2.05,13.6,0.1,39.6,37.5
2014-09,Illawarra Shoalhaven,0.2,0.25,0.55,2.2,15.25,0.1,30.8,26.3
2014-10,Illawarra Shoalhaven,0.2,0.2,0.6000000000000001,2.45,21.45,0.1,21.1,22.9
2014-11,Illawarra Shoalhaven,0.2,0.1,0.5,2.4,23.9,0.1,29.0,26.9
2014-12,Illawarra Shoalhaven,0.2,0.1,0.4499999999999999,2.2,20.95,0.1,21.9,24.2
2015-01,Illawarra Shoalhaven,0.2,0.15,0.4,1.85,18.65,0.1,25.0,25.4
2015-02,Illawarra Shoalhaven,0.2,0.2,0.4499999999999999,1.5,18.3,0.1,33.1,45.4
2015-03,Illawarra Shoalhaven,0.2,0.3,0.65,1.75,22.5,0.1,42.0,40.0
2015-04,Illawarra Shoalhaven,0.2,0.2,0.6000000000000001,1.7,13.65,0.1,32.8,27.3
2015-05,Illawarra Shoalhaven,0.2,0.55,0.6000000000000001,1.65,14.1,0.1,49.5,39.4
2015-06,Illawarra Shoalhaven,0.3,1.05,0.95,1.25,13.05,0.1,42.1,40.7
2015-07,Illawarra Shoalhaven,0.2,0.65,0.75,1.6,10.65,0.1,42.5,33.0
2015-08,Illawarra Shoalhaven,0.2,0.4,0.7,1.9,13.8,0.1,51.5,34.1
2015-09,Illawarra Shoalhaven,0.2,0.25,0.65,2.1,14.25,0.1,35.5,29.9
2015-10,Illawarra Shoalhaven,0.2,0.3,0.8,2.25,23.3,0.1,20.2,28.9
2015-11,Illawarra Shoalhaven,0.2,0.15,0.6,2.2,21.9,0.1,32.8,29.2
2015-12,Illawarra Shoalhaven,0.2,0.2,0.55,1.9,23.8,0.1,24.3,30.1
2016-01,Illawarra Shoalhaven,0.2,0.15,0.45,1.9,22.45,0.1,26.8,20.2
2016-02,Illawarra Shoalhaven,0.2,0.3,0.45,1.7,23.2,0.1,42.6,44.6
2016-03,Illawarra Shoalhaven,0.2,0.3,0.5,1.6197044288432547,19.8,0.1,43.8,31.8
2016-04,Illawarra Shoalhaven,0.3,0.5,0.7,1.65,21.1,0.1,42.7,30.7
2016-05,Illawarra Shoalhaven,0.2,0.5,0.75,1.9,19.95,0.1,46.1,41.7
2016-06,Illawarra Shoalhaven,0.2,0.65,0.65,1.7,10.9,0.1,48.3,37.0
2016-07,Illawarra Shoalhaven,0.2,0.4499999999999999,0.55,1.95,10.65,0.1,40.5,32.2
2016-08,Illawarra Shoalhaven,0.2,0.55,0.75,1.9,13.7,0.1,42.0,29.5
2016-09,Illawarra Shoalhaven,0.2,0.25,0.6,2.0,13.15,0.1,36.8,34.9
2016-10,Illawarra Shoalhaven,0.2,0.15,0.4,2.35,17.950000000000003,0.1,37.9,23.2
2016-11,Illawarra Shoalhaven,0.2,0.2,0.5,2.1500000000000004,24.9,0.1,31.2,27.0
2016-12,Illawarra Shoalhaven,0.2,0.15,0.5,2.3,26.8,0.1,33.2,23.3
2017-01,Illawarra Shoalhaven,0.2,0.15,0.4,2.05,27.95,0.1,25.9,20.8
2017-02,Illawarra Shoalhaven,0.2,0.15,0.45,2.1500000000000004,22.55,0.1,43.5,28.2
2017-03,Illawarra Shoalhaven,0.2,0.15,0.35,1.7000000000000002,20.3,0.1,45.1,33.0
2017-04,Illawarra Shoalhaven,0.2,0.4,0.5,1.7000000000000002,16.15,0.1,39.6,43.3
2017-05,Illawarra Shoalhaven,0.2,0.7,0.75,1.65,16.3,0.1,39.7,53.3
2017-06,Illawarra Shoalhaven,0.2,0.8,0.8,1.5,14.3,0.1,40.7,32.8
2017-07,Illawarra Shoalhaven,0.2,0.55,0.7,2.05,14.4,0.1,41.1,42.0
2017-08,Illawarra Shoalhaven,0.1,0.35,0.55,2.35,13.3,0.1,40.4,26.5
2017-09,Illawarra Shoalhaven,0.1,0.3,0.6,2.6,22.2,0.1,35.2,23.5
2017-10,Illawarra Shoalhaven,0.1,0.2,0.55,2.5,23.95,0.1,24.4,32.9
2017-11,Illawarra Shoalhaven,0.2,0.25,0.35,1.95,16.2,0.1,34.0,27.2
2017-12,Illawarra Shoalhaven,0.2,0.15,0.45,2.1687754939252644,24.8,0.1,27.0,23.3
2018-01,Illawarra Shoalhaven,0.2,0.25,0.4,1.75,25.05,0.1,21.9,20.6
2018-02,Illawarra Shoalhaven,0.2,0.25,0.35,1.7000000000000002,23.200000000000003,0.1,40.8,51.2
2018-03,Illawarra Shoalhaven,0.2,0.25,0.45,1.85,24.1,0.1,31.5,39.2
2018-04,Illawarra Shoalhaven,0.2,0.4,0.6,1.9,27.05,0.1,33.3,30.6
2018-05,Illawarra Shoalhaven,0.2,0.85,0.8,1.7,20.05,0.1,29.5,44.6
2018-06,Illawarra Shoalhaven,0.2,0.65,0.65,1.75,11.25,0.1,30.6,36.2
2018-07,Illawarra Shoalhaven,0.2,0.75,0.75,1.95,19.3,0.1,31.6,26.6
2018-08,Illawarra Shoalhaven,0.1,0.3,0.65,2.3,16.25,0.1,28.5,20.0
2018-09,Illawarra Shoalhaven,0.2,0.4,0.75,2.05,18.5,0.1,29.2,27.8
2018-10,Illawarra Shoalhaven,0.2,0.25,0.5,2.25,20.4,0.1,29.8,16.4
2018-11,Illawarra Shoalhaven,0.2,0.15,0.45,2.05,24.2,0.1,20.8,23.7
2018-12,Illawarra Shoalhaven,0.2,0.1147727814603025,0.4359578215483149,2.0,26.35,0.1,36.4,29.4
2019-01,Illawarra Shoalhaven,0.2,0.15,0.45,2.0,32.65,0.1,31.0,21.7
2019-02,Illawarra Shoalhaven,0.2,0.25,0.4,1.7999999999999998,25.55,0.1,33.8,43.3
2019-03,Illawarra Shoalhaven,0.2,0.2,0.45,1.9,22.0,0.1,26.6,29.1
2019-04,Illawarra Shoalhaven,0.2,0.4308996122746271,0.6116613951269407,1.5499999999999998,19.16313232446955,0.1,38.6,30.9
2019-05,Illawarra Shoalhaven,0.2,0.75,0.8,1.7,19.14012352399051,0.1,38.9,38.4
2019-06,Illawarra Shoalhaven,0.2,0.5,0.6,1.75,12.3,0.1,47.0,31.0
2019-07,Illawarra Shoalhaven,0.2,0.65,0.65,1.85,14.4,0.1,33.4,28.0
2019-08,Illawarra Shoalhaven,0.2,0.5,0.6,2.1500000000000004,18.8,0.1,29.5,21.8
2019-09,Illawarra Shoalhaven,0.2,0.3,0.6,2.1500000000000004,18.200000000000003,0.1,22.9,24.1
2019-10,Illawarra Shoalhaven,0.2,0.3,0.6,2.35,26.6,0.1,29.0,19.8
2019-11,Illawarra Shoalhaven,0.2,0.15,0.45,2.55,34.349999999999994,0.1,29.6,19.4
2019-12,Illawarra Shoalhaven,0.3,0.1,0.4,2.25,34.349999999999994,0.1,31.2,23.9
2020-01,Illawarra Shoalhaven,0.4,0.1,0.4,2.25,34.349999999999994,0.1,35.4,27.2
2020-02,Illawarra Shoalhaven,0.2,0.15,0.35,1.85,24.15,0.1,27.4,34.5
2020-03,Illawarra Shoalhaven,0.2,0.3,0.5,1.65,18.65,0.1,43.8,39.0
2020-04,Illawarra Shoalhaven,0.1,0.25,0.65,1.75,18.05,0.1,18.0,9.4
2020-05,Illawarra Shoalhaven,0.1,0.35,0.55,1.7,12.15,0.1,13.4,7.2
2020-06,Illawarra Shoalhaven,0.2,0.5,0.65,1.65,10.35,0.1,25.8,25.7
2020-07,Illawarra Shoalhaven,0.2,0.5,0.65,1.9,12.15,0.1,19.7,17.0
2020-08,Illawarra Shoalhaven,0.2,0.4499999999999999,0.6000000000000001,2.1500000000000004,13.15,0.1,26.4,18.2
2020-09,Illawarra Shoalhaven,0.2,0.2,0.65,2.1500000000000004,21.450000000000003,0.1,22.1,17.5
2020-10,Illawarra Shoalhaven,0.2,0.15,0.5,2.3,18.25,0.1,23.2,17.7
2020-11,Illawarra Shoalhaven,0.2,0.2,0.4499999999999999,2.1500000000000004,24.950000000000003,0.1,19.2,25.4
2020-12,Illawarra Shoalhaven,0.2,0.1,0.3,1.85,19.7,0.1,19.9,21.0
2021-01,Illawarra Shoalhaven,0.2,0.15,0.3,1.65,21.8,0.1,12.4,7.1
2021-02,Illawarra Shoalhaven,0.2,0.15,0.2,1.4,19.0,0.1,22.2,19.4
2021-03,Illawarra Shoalhaven,0.2,0.2,0.25,1.7,19.0,0.1,24.9,29.6
2021-04,Illawarra Shoalhaven,0.2,0.5,0.4499999999999999,1.6,20.3,0.1,27.7,24.5
2021-05,Illawarra Shoalhaven,0.2,0.65,0.5,1.55,14.0,0.1,35.5,28.1
2021-06,Illawarra Shoalhaven,0.2,0.8,0.55,1.55,10.4,0.1,41.1,21.6
2021-07,Illawarra Shoalhaven,0.2,0.6499999999999999,0.5,1.8,12.75,0.1,20.1,14.6
2021-08,Illawarra Shoalhaven,0.1,0.35,0.4,2.1,13.7,0.1,16.0,8.8
2021-09,Illawarra Shoalhaven,0.1,0.2,0.4,2.3,15.6,0.1,10.9,7.6
2021-10,Illawarra Shoalhaven,0.1,0.15,0.35,2.3,17.4,0.1,11.6,12.5
2021-11,Illawarra Shoalhaven,0.2,0.15,0.3,1.85,16.75,0.1,21.8,16.3
2021-12,Illawarra Shoalhaven,0.2,0.15,0.2,1.75,15.9,0.1,17.5,12.6
2022-01,Illawarra Shoalhaven,0.2,0.15,0.15,1.4,19.85,0.1,13.1,9.7
2022-02,Illawarra Shoalhaven,0.2,0.25,0.2,1.55,18.2,0.1,14.3,17.4
2022-03,Illawarra Shoalhaven,0.2,0.25,0.2,1.5,14.85,0.1,25.2,33.8
2022-04,Illawarra Shoalhaven,0.2,0.25,0.3,1.65,13.25,0.1,32.7,26.3
2022-05,Illawarra Shoalhaven,0.2,0.6000000000000001,0.4499999999999999,1.55,11.7,0.1,40.8,48.2
2022-06,Illawarra Shoalhaven,0.1,0.5,0.35,1.9,10.65,0.1,38.3,37.5
2022-07,Illawarra Shoalhaven,0.2,0.35,0.4,2.1500000000000004,11.05,0.1,21.6,17.2
2022-08,Illawarra Shoalhaven,0.1,0.3,0.4499999999999999,2.0,12.1,0.1,24.0,25.3
2022-09,Illawarra Shoalhaven,0.1,0.2,0.35,2.1500000000000004,12.45,0.1,33.0,27.3
2022-10,Illawarra Shoalhaven,0.2,0.15,0.3,2.1500000000000004,14.7,0.1,26.4,21.5
2022-11,Illawarra Shoalhaven,0.1,0.2,0.25,1.9,16.6,0.1,20.4,12.9
2022-12,Illawarra Shoalhaven,0.2,0.15,0.2,1.75,17.85,0.1,15.8,18.3
2023-01,Illawarra Shoalhaven,0.2,0.2,0.15,1.55,18.05,0.1,15.1,15.1
2023-02,Illawarra Shoalhaven,0.2,0.2,0.25,1.75,20.65,0.1,22.3,22.9
2023-03,Illawarra Shoalhaven,0.2,0.25,0.3,1.8,19.450000000000003,0.1,22.6,31.2
2023-04,Illawarra Shoalhaven,0.2,0.35,0.35,1.6,14.3,0.1,22.7,19.5
2023-05,Illawarra Shoalhaven,0.2,0.7,0.65,1.75,15.25,0.1,26.3,34.8
2023-06,Illawarra Shoalhaven,0.2,0.5,0.75,1.8,14.95,0.1,18.2,23.0
2023-07,Illawarra Shoalhaven,0.1,0.85,0.85,1.75,17.4,0.1,21.29230769230769,23.96153846153846
2023-08,Illawarra Shoalhaven,0.1,0.6499999999999999,0.95,1.8,16.6,0.1,24.384615384615383,24.923076923076923
2023-09,Illawarra Shoalhaven,0.1,0.45,0.9,2.3,23.0,0.1,27.47692307692308,25.884615384615383
2023-10,Illawarra Shoalhaven,0.05,0.2,0.55,2.45,23.35,0.1,30.56923076923077,26.846153846153847
2023-11,Illawarra Shoalhaven,0.05,0.25,0.55,2.0,19.8,0.1,33.66153846153846,27.807692307692307
2023-12,Illawarra Shoalhaven,0.1,0.1,0.45,2.05,23.4,0.1,36.75384615384616,28.76923076923077
2024-01,Illawarra Shoalhaven,0.1,0.15,0.4,1.5264124665013403,24.65,0.1,39.84615384615385,29.73076923076923
2024-02,Illawarra Shoalhaven,0.1,0.2,0.55,1.617403174002732,25.4,0.1,42.93846153846154,30.692307692307693
2024-03,Illawarra Shoalhaven,0.2,0.25,0.6,1.7000000000000002,23.8,0.1,46.03076923076923,31.653846153846157
2024-04,Illawarra Shoalhaven,0.1,0.35,0.6,1.5499999999999998,18.8,0.1,49.12307692307692,32.61538461538461
2024-05,Illawarra Shoalhaven,0.2,0.8,0.75,1.35,14.7,0.1,52.21538461538462,33.57692307692308
2024-06,Illawarra Shoalhaven,0.1,0.55,0.65,1.75,10.45,0.1,55.30769230769231,34.53846153846154
2014-07,Mid North Coast,0.1165851096969909,0.0745941726795539,0.2899370873528475,1.5776140744566385,18.5119354470507,0.0,58.4,35.5
2014-08,Mid North Coast,0.1132126408644247,0.0541944562691768,0.318287162664665,2.3918365565691566,18.511935447050703,0.0,40.9,31.6
2014-09,Mid North Coast,0.0872684881361086,0.0081002492136151,0.2870974855544824,2.316191333141905,18.511935447050703,0.0,33.1,30.7
2014-10,Mid North Coast,0.1768343754691553,0.0469254415432176,0.2210554992363975,2.644452979537312,18.511935447050703,0.0,34.5,49.2
2014-11,Mid North Coast,0.2321579807411088,0.1051836147645579,0.2811095895657349,2.3242629458806885,18.511935447050703,0.146027859745937,38.8,33.1
2014-12,Mid North Coast,0.2259062550235437,0.0189482720303507,0.1346819487753568,2.3755705130777782,18.511935447050703,0.0,30.0,39.0
2015-01,Mid North Coast,0.1722348956947409,0.0076081183528068,0.0936774203365445,1.7220971516460462,18.511935447050707,0.0,27.5,23.9
2015-02,Mid North Coast,0.1553286821119391,0.0498215096328308,0.0684789327015344,1.1184108434766131,18.511935447050703,0.0,40.2,51.3
2015-03,Mid North Coast,0.1535220790623949,0.0957624537599942,0.2353375968276409,1.4807663719702622,18.511935447050703,0.0,42.0,47.3
2015-04,Mid North Coast,0.1237846255994188,0.0601258815172206,0.2660961594957665,1.7863180711947302,18.511935447050703,0.004136317980403,40.7,27.6
2015-05,Mid North Coast,0.2094723724222638,0.2687023307126486,0.5149953218449222,1.5574000560043029,18.511935447050703,0.146027859745937,52.7,44.1
2015-06,Mid North Coast,0.157561653107059,0.240532288556644,0.4121764312652705,1.327960640171719,18.511935447050703,0.0,56.0,65.8
2015-07,Mid North Coast,0.131855462666086,0.164665559469758,0.4232963577824379,1.7459517876835853,18.5119354470507,0.0,56.0,45.2
2015-08,Mid North Coast,0.1513702850799087,0.0252589114241936,0.259579428306965,1.672424660010951,18.5119354470507,0.0,53.9,55.4
2015-09,Mid North Coast,0.1914214488805549,0.0593955984828155,0.3068465893481235,2.285823830598952,18.511935447050703,0.0823016542960613,49.7,51.8
2015-10,Mid North Coast,0.2056874519500128,0.2463138111688516,0.2000799711692656,2.117376425324995,18.5119354470507,0.146027859745937,37.5,45.0
2015-11,Mid North Coast,0.189947197117241,0.1125990741096133,0.267593181224603,2.422832567979579,18.511935447050703,0.146027859745937,41.4,39.1
2015-12,Mid North Coast,0.236630416165414,0.2670209789032575,0.3445613787185265,1.869678294742668,18.511935447050703,0.146027859745937,36.8,55.2
2016-01,Mid North Coast,0.1780757776489426,0.0621866967482561,0.1772403129839602,1.8381928829955132,18.511935447050707,0.0772711581071957,16.0,38.9
2016-02,Mid North Coast,0.2298881458141732,0.1814798145241395,0.2648532592638015,1.775971806211644,18.511935447050707,0.146027859745937,30.6,29.4
2016-03,Mid North Coast,0.118610434086584,0.1290947368064593,0.2617642268742077,1.6467627425276792,18.511935447050707,0.146027859745937,31.0,33.3
2016-04,Mid North Coast,0.1983794804223224,0.3001185639665755,0.4494963034162014,1.971020731675108,18.511935447050703,0.146027859745937,38.1,27.2
2016-05,Mid North Coast,0.2475410180178165,0.329386420308927,0.5406060186803694,2.03593742711453,18.511935447050703,0.146027859745937,53.1,54.8
2016-06,Mid North Coast,0.1217254814717341,0.094291162728571,0.3371606539451909,1.6890202674376669,18.511935447050703,0.0,42.6,42.2
2016-07,Mid North Coast,0.115770091228441,0.1575032538807134,0.4848904096864626,1.8262267232708476,18.511935447050703,0.0696938132971802,33.1,31.2
2016-08,Mid North Coast,0.1527338786224741,0.1595649637102215,0.3962242847456517,1.8879511601810144,18.511935447050703,0.0,43.9,46.5
2016-09,Mid North Coast,0.1276175206549511,0.0322449026966888,0.3016895094160667,2.014178076525456,18.511935447050703,0.0,48.4,41.7
2016-10,Mid North Coast,0.106418942407968,0.0161444001333456,0.2417365470289648,2.2787989303321887,18.511935447050703,0.0,38.3,46.2
2016-11,Mid North Coast,0.1710922269782684,0.067506365841216,0.2322609952118637,2.3551620478705444,18.511935447050703,0.0,41.7,25.5
2016-12,Mid North Coast,0.2424666295181967,0.1022934502709951,0.2195088260907379,2.4623191312556334,18.511935447050703,0.146027859745937,20.8,25.0
2017-01,Mid North Coast,0.2973898494827183,0.1028706028626625,0.1545400373983941,2.327846494039401,18.5119354470507,0.1383518138401034,17.0,20.0
2017-02,Mid North Coast,0.1717019948926858,0.0021447836993596,0.0941715093170642,2.1110748755964206,18.511935447050707,0.0,28.7,41.5
2017-03,Mid North Coast,0.2010024352236125,0.1315302297327365,0.2130508317256689,1.895910240905928,18.511935447050703,0.1082268196181668,34.5,40.5
2017-04,Mid North Coast,0.1068020131899821,0.0514763441368186,0.2704264462739977,1.7080089115908776,18.511935447050703,0.0,42.1,47.7
2017-05,Mid North Coast,0.1595206177095104,0.1700330146812487,0.3323161734662414,1.65996431513359,18.511935447050703,0.0,58.3,72.7
2017-06,Mid North Coast,0.1606607471280536,0.1940209331390179,0.4144017829541633,1.868605282691371,18.511935447050703,0.0,54.5,71.5
2017-07,Mid North Coast,0.1949279657218497,0.0759975342019185,0.2419353771723158,1.0559354101108047,18.511935447050703,0.0,51.7,35.2
2017-08,Mid North Coast,0.1955224936295376,0.0867528468716843,0.2688646975944918,1.9546257744608595,18.511935447050703,0.0,49.7,46.5
2017-09,Mid North Coast,0.2027962464052532,0.0099576554289343,0.2065888003084559,2.2255335137994128,18.511935447050703,0.0,36.0,27.9
2017-10,Mid North Coast,0.2240889135022778,0.1139564311621632,0.1825426101070112,2.344548099935366,18.5119354470507,0.0,38.2,29.0
2017-11,Mid North Coast,0.1054240051091573,0.0477609385648864,0.1683328956162183,1.5247684353449502,18.511935447050703,0.0,43.0,25.2
2017-12,Mid North Coast,0.1730480310885204,0.0624801589128196,0.094939504386208,1.9571812811641995,18.511935447050707,0.0,29.4,37.2
2018-01,Mid North Coast,0.1835719555250659,0.1733733850884073,0.2333144168430806,1.7530431608722554,18.511935447050707,0.146027859745937,15.7,29.8
2018-02,Mid North Coast,0.1866153888346448,0.1388282344983081,0.2175976615810494,1.5320934710049716,18.511935447050707,0.1090535319589903,24.3,44.0
2018-03,Mid North Coast,0.2547534527430208,0.1476213174024062,0.2579146268011483,1.9460139021372125,18.511935447050707,0.146027859745937,25.2,54.3
2018-04,Mid North Coast,0.1595626997153269,0.1382850220646085,0.3512926821978009,1.990786326688544,18.511935447050707,0.0691833808667283,26.6,47.7
2018-05,Mid North Coast,0.2461051120840263,0.2859672200026817,0.3576693473909501,1.1373898165833278,18.511935447050703,0.0,35.0,51.9
2018-06,Mid North Coast,0.1202162102130666,0.2249714035361212,0.3742418279161135,1.7004075266724086,18.511935447050703,0.0,46.8,41.4
2018-07,Mid North Coast,0.1873451618003087,0.2819714825981176,0.3445626143305161,1.3760034693467165,18.511935447050703,0.0,42.7,30.0
2018-08,Mid North Coast,0.2318079835895171,0.2060292133133002,0.3781585758701919,1.947235053833156,18.511935447050703,0.0,46.2,38.8
2018-09,Mid North Coast,0.1945281591008915,0.218754144819031,0.2215741229231947,2.169434364829388,18.511935447050703,0.0,36.9,33.8
2018-10,Mid North Coast,0.1532994469780685,0.0601644298975985,0.1060035014724653,2.144696835422316,18.511935447050703,0.0,40.2,40.9
2018-11,Mid North Coast,0.254965105383024,0.193511684655779,0.2650020295314254,2.1552529441137818,18.511935447050703,0.146027859745937,47.2,30.1
2018-12,Mid North Coast,0.2039138158317746,0.1592721129119823,0.1811065213028971,2.082282086125409,18.5119354470507,0.146027859745937,37.1,20.9
2019-01,Mid North Coast,0.2074033715339315,0.1679669417702005,0.1736365495487143,2.150089141667687,18.511935447050703,0.146027859745937,19.2,24.3
2019-02,Mid North Coast,0.0786440717976345,0.1880931341976778,0.2309119785343074,1.471723701552664,18.511935447050707,0.146027859745937,25.5,34.9
2019-03,Mid North Coast,0.1727475789651779,0.3815000764388209,0.4600863306519385,2.063662244811692,18.511935447050703,0.146027859745937,40.5,45.2
2019-04,Mid North Coast,0.1913307059132636,0.1731210022153975,0.3849271639512546,1.8381025021176056,18.511935447050703,0.146027859745937,35.1,34.6
2019-05,Mid North Coast,0.2619766306142292,0.2747650770986256,0.3842881038339754,1.2723380258353734,18.5119354470507,0.0,61.5,46.1
2019-06,Mid North Coast,0.1355795137243286,0.2190638375889899,0.4215017199794413,1.498366454358154,18.511935447050703,0.0,44.4,49.8
2019-07,Mid North Coast,0.1627176102597358,0.2821951495057694,0.4272351545914313,1.5854372851258942,18.511935447050703,0.0,47.3,24.6
2019-08,Mid North Coast,0.2288591444919142,0.2482661819279786,0.5118562579805799,2.1963922936476994,18.511935447050703,0.146027859745937,51.1,43.5
2019-09,Mid North Coast,0.1654044834263742,0.1617157413399464,0.426514964491268,2.4100363216660696,18.511935447050703,0.1,50.0,39.4
2019-10,Mid North Coast,0.115269976216704,0.1499498673837752,0.3029252681015771,2.3924254702113066,18.511935447050703,0.0,32.0,34.7
2019-11,Mid North Coast,0.2467467727311683,0.1102559450944977,0.3128530047006209,2.6647438738810383,18.5119354470507,0.1,78.5,89.2
2019-12,Mid North Coast,0.25,0.05,0.3,2.6,18.511935447050707,0.0,28.3,26.8
2020-01,Mid North Coast,0.15,0.05,0.15,2.167862873897306,18.511935447050707,0.0,29.6,26.3
2020-02,Mid North Coast,0.1847318253232333,0.1,0.2,1.7960017539547928,18.511935447050707,0.1,26.2,28.3
2020-03,Mid North Coast,0.1541324606027124,0.1,0.2,1.7968987948526092,18.5119354470507,0.0,59.5,37.2
2020-04,Mid North Coast,0.15,0.05,0.3,1.95,18.511935447050703,0.0,28.9,12.2
2020-05,Mid North Coast,0.1,0.1,0.3,1.7732589449337584,18.511935447050703,0.0,22.5,12.4
2020-06,Mid North Coast,0.2,0.2,0.5,1.65,18.511935447050703,0.0,39.8,35.3
2020-07,Mid North Coast,0.2,0.2,0.5,1.7999999999999998,18.511935447050703,0.0,38.6,35.0
2020-08,Mid North Coast,0.2,0.1,0.45,2.2,18.511935447050703,0.0,36.9,34.1
2020-09,Mid North Coast,0.15,0.1,0.35,2.35,18.511935447050703,0.0,15.4,13.4
2020-10,Mid North Coast,0.15,0.1,0.25,2.45,18.511935447050707,0.0,17.1,23.6
2020-11,Mid North Coast,0.15,0.1,0.2,2.3,18.511935447050707,0.0,16.6,24.0
2020-12,Mid North Coast,0.1,0.1,0.25,1.84613283391918,18.511935447050707,0.0,20.4,23.2
2021-01,Mid North Coast,0.1,0.1,0.15,1.4500000000000002,18.511935447050703,0.0,19.1,9.5
2021-02,Mid North Coast,0.1,0.1,0.2,1.4,18.511935447050703,0.0,20.2,14.0
2021-03,Mid North Coast,0.05,0.15,0.25,1.5499999999999998,18.511935447050707,0.0,27.1,24.7
2021-04,Mid North Coast,0.1,0.2,0.4,1.5499999999999998,18.511935447050703,0.0,45.7,34.0
2021-05,Mid North Coast,0.1,0.25,0.4,1.4,18.511935447050703,0.0,45.7,53.3
2021-06,Mid North Coast,0.0805623735930577,0.2402754426984235,0.3880531936474892,1.5072998645392564,18.5119354470507,0.0,58.1,36.4
2021-07,Mid North Coast,0.0551153786315434,0.25,0.4,1.65,18.511935447050703,0.0,38.8,30.9
2021-08,Mid North Coast,0.2,0.1,0.35,1.95,18.511935447050707,0.0,27.3,24.8
2021-09,Mid North Coast,0.1,0.1,0.3,2.4000000000000004,18.511935447050703,0.0,22.1,10.3
2021-10,Mid North Coast,0.1310490944993863,0.1,0.3,2.3,18.511935447050703,0.0,26.2,18.8
