Risk group,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
All ages,Males,Mid North Coast LHD,11/12,335,306.6,365.7
All ages,Males,Mid North Coast LHD,12/13,322.3,294.6,352.2
All ages,Males,Mid North Coast LHD,13/14,309.5,282.5,338.7
All ages,Males,Mid North Coast LHD,14/15,303.9,277.5,332.5
All ages,Males,Mid North Coast LHD,15/16,355.1,327.3,385
All ages,Males,Mid North Coast LHD,16/17,331.8,305,360.7
All ages,Males,Mid North Coast LHD,17/18,313.1,286.8,341.6
All ages,Males,Mid North Coast LHD,18/19,264.9,240.5,291.4
All ages,Males,Mid North Coast LHD,19/20,242.3,219.7,266.9
All ages,Males,Mid North Coast LHD,20/21,181.9,162.2,203.6
All ages,Males,Mid North Coast LHD,21/22,177.7,158.8,198.7
All ages,Males,Southern NSW LHD,01/02,356.9,318.6,398.5
All ages,Males,Southern NSW LHD,02/03,357.4,320.1,397.9
All ages,Males,Southern NSW LHD,03/04,337.1,301.7,375.6
All ages,Males,Southern NSW LHD,04/05,342.5,307,381.1
All ages,Males,Southern NSW LHD,05/06,286.6,254,322.3
All ages,Males,Southern NSW LHD,06/07,260.6,230.2,294
All ages,Males,Southern NSW LHD,07/08,266.5,236.2,299.6
All ages,Males,Southern NSW LHD,08/09,246.3,217.8,277.8
All ages,Males,Southern NSW LHD,09/10,287.6,257.4,320.5
All ages,Males,Southern NSW LHD,10/11,307.8,276.8,341.5
All ages,Males,Southern NSW LHD,11/12,336.3,304.6,370.7
All ages,Males,Southern NSW LHD,12/13,294,264.8,325.9
All ages,Males,Southern NSW LHD,13/14,249.9,223.6,278.7
All ages,Males,Southern NSW LHD,14/15,267,239.9,296.6
All ages,Males,Southern NSW LHD,15/16,289.5,261.7,319.8
All ages,Males,Southern NSW LHD,16/17,308.4,279.7,339.4
All ages,Males,Southern NSW LHD,17/18,353.1,323.2,385.4
All ages,Males,Southern NSW LHD,18/19,315.8,287.9,346
All ages,Males,Southern NSW LHD,19/20,272.4,246.9,300.1
All ages,Males,Southern NSW LHD,20/21,230,206.9,255.2
All ages,Males,Southern NSW LHD,21/22,190.1,169.4,213
All ages,Males,Murrumbidgee LHD,01/02,634.5,589,682.5
All ages,Males,Murrumbidgee LHD,02/03,696.5,649.4,746.2
All ages,Males,Murrumbidgee LHD,03/04,726.4,678.5,776.8
All ages,Males,Murrumbidgee LHD,04/05,677,630.6,725.9
All ages,Males,Murrumbidgee LHD,05/06,567.4,526,611.3
All ages,Males,Murrumbidgee LHD,06/07,466.1,429.6,505.1
All ages,Males,Murrumbidgee LHD,07/08,537.2,498.2,578.5
All ages,Males,Murrumbidgee LHD,08/09,446.9,412,484.1
All ages,Males,Murrumbidgee LHD,09/10,435.1,401.2,471.2
All ages,Males,Murrumbidgee LHD,10/11,454.3,420.1,490.7
All ages,Males,Murrumbidgee LHD,11/12,428.5,395.9,463.3
All ages,Males,Murrumbidgee LHD,12/13,405.5,374.2,438.9
All ages,Males,Murrumbidgee LHD,13/14,409.9,378.9,442.9
All ages,Males,Murrumbidgee LHD,14/15,420.6,389.6,453.7
All ages,Males,Murrumbidgee LHD,15/16,429.9,398.4,463.3
All ages,Males,Murrumbidgee LHD,16/17,431,400.1,463.7
All ages,Males,Murrumbidgee LHD,17/18,431.7,401,464.4
All ages,Males,Murrumbidgee LHD,18/19,432.1,401.6,464.5
All ages,Males,Murrumbidgee LHD,19/20,395.6,366.7,426.4
All ages,Males,Murrumbidgee LHD,20/21,297.5,272.7,324.1
All ages,Males,Murrumbidgee LHD,21/22,241.4,219.2,265.7
All ages,Males,Western NSW LHD,01/02,580.2,538.2,624.5
All ages,Males,Western NSW LHD,02/03,592.7,550.2,637.5
All ages,Males,Western NSW LHD,03/04,563.3,522.5,606.3
All ages,Males,Western NSW LHD,04/05,574.6,533.4,618.1
All ages,Males,Western NSW LHD,05/06,551.9,512.4,593.6
All ages,Males,Western NSW LHD,06/07,444.5,409.9,481.3
All ages,Males,Western NSW LHD,07/08,478.9,443.6,516.3
All ages,Males,Western NSW LHD,08/09,544.7,507.2,584.3
All ages,Males,Western NSW LHD,09/10,483.9,449.1,520.7
All ages,Males,Western NSW LHD,10/11,410.1,378.7,443.5
All ages,Males,Western NSW LHD,11/12,409.7,378.8,442.6
All ages,Males,Western NSW LHD,12/13,416.4,385.7,449
All ages,Males,Western NSW LHD,13/14,374.1,345.5,404.7
All ages,Males,Western NSW LHD,14/15,376.1,347.5,406.6
All ages,Males,Western NSW LHD,15/16,375.6,347.1,405.9
All ages,Males,Western NSW LHD,16/17,380.9,352.3,411.2
All ages,Males,Western NSW LHD,17/18,391.3,362.8,421.6
All ages,Males,Western NSW LHD,18/19,320.3,294.7,347.6
All ages,Males,Western NSW LHD,19/20,346.5,320.3,374.5
All ages,Males,Western NSW LHD,20/21,274.3,251.2,299.1
All ages,Males,Western NSW LHD,21/22,225.6,204.8,248
All ages,Males,Far West LHD,01/02,362.2,279.2,462.7
All ages,Males,Far West LHD,02/03,550,442.3,676.1
All ages,Males,Far West LHD,03/04,600.9,483.2,738
All ages,Males,Far West LHD,04/05,480.7,377.4,603.3
All ages,Males,Far West LHD,05/06,578.4,471.3,703.3
All ages,Males,Far West LHD,06/07,519.4,420,636.1
All ages,Males,Far West LHD,07/08,389.2,308.4,486.3
All ages,Males,Far West LHD,08/09,453.8,363.1,561.5
All ages,Males,Far West LHD,09/10,435.5,347.8,540
All ages,Males,Far West LHD,10/11,588,484.6,708.3
All ages,Males,Far West LHD,11/12,614.3,509.4,735.9
All ages,Males,Far West LHD,12/13,489.5,396,599.9
All ages,Males,Far West LHD,13/14,463.7,374.3,569.8
All ages,Males,Far West LHD,14/15,536.3,439.4,650.1
All ages,Males,Far West LHD,15/16,582.4,482.1,699.5
All ages,Males,Far West LHD,16/17,592.3,491.1,710.2
All ages,Males,Far West LHD,17/18,542.7,445.4,657
All ages,Males,Far West LHD,18/19,564.4,464,682
All ages,Males,Far West LHD,19/20,455.7,368.2,559.9
All ages,Males,Far West LHD,20/21,476.2,385.9,583.5
All ages,Males,Far West LHD,21/22,394.4,314.4,491.3
All ages,Males,All LHDs,01/02,321.4,314.9,327.9
All ages,Males,All LHDs,02/03,319.1,312.7,325.5
All ages,Males,All LHDs,03/04,313.8,307.5,320.1
All ages,Males,All LHDs,04/05,304.3,298.2,310.5
All ages,Males,All LHDs,05/06,288.4,282.6,294.4
All ages,Males,All LHDs,06/07,276,270.4,281.8
All ages,Males,All LHDs,07/08,289,283.3,294.8
All ages,Males,All LHDs,08/09,287.7,282.1,293.4
All ages,Males,All LHDs,09/10,267.4,262,272.8
All ages,Males,All LHDs,10/11,267.3,262,272.6
All ages,Males,All LHDs,11/12,278.6,273.3,283.9
All ages,Males,All LHDs,12/13,265.4,260.3,270.5
All ages,Males,All LHDs,13/14,259.7,254.7,264.7
All ages,Males,All LHDs,14/15,257.5,252.6,262.5
All ages,Males,All LHDs,15/16,258.8,254,263.7
All ages,Males,All LHDs,16/17,265.1,260.3,270
All ages,Males,All LHDs,17/18,249.5,244.9,254.2
All ages,Males,All LHDs,18/19,240.3,235.8,244.8
All ages,Males,All LHDs,19/20,218,213.8,222.2
All ages,Males,All LHDs,20/21,159.4,155.9,163
All ages,Males,All LHDs,21/22,141.1,137.8,144.4
All ages,Females,Sydney LHD,01/02,161,145.7,177.3
All ages,Females,Sydney LHD,02/03,150.9,136.3,166.7
All ages,Females,Sydney LHD,03/04,176,160.1,192.9
All ages,Females,Sydney LHD,04/05,150.3,135.9,165.9
All ages,Females,Sydney LHD,05/06,137.7,123.9,152.5
All ages,Females,Sydney LHD,06/07,148.3,134.1,163.6
All ages,Females,Sydney LHD,07/08,163.6,148.8,179.5
All ages,Females,Sydney LHD,08/09,171.8,156.9,187.9
All ages,Females,Sydney LHD,09/10,168.3,153.7,184
All ages,Females,Sydney LHD,10/11,133.5,120.5,147.5
All ages,Females,Sydney LHD,11/12,150.3,136.7,164.9
All ages,Females,Sydney LHD,12/13,153.6,139.9,168.4
All ages,Females,Sydney LHD,13/14,149.1,135.7,163.6
All ages,Females,Sydney LHD,14/15,148.7,135.5,162.8
All ages,Females,Sydney LHD,15/16,136.8,124.2,150.2
All ages,Females,Sydney LHD,16/17,150.4,137.4,164.3
All ages,Females,Sydney LHD,17/18,149.2,136.5,162.9
All ages,Females,Sydney LHD,18/19,162.2,149.2,176.1
All ages,Females,Sydney LHD,19/20,146.6,134.2,159.9
All ages,Females,Sydney LHD,20/21,80.5,71.4,90.4
All ages,Females,Sydney LHD,21/22,67.8,59.7,76.8
All ages,Females,South Western Sydney LHD,01/02,222.3,206.9,238.6
All ages,Females,South Western Sydney LHD,02/03,221,205.8,237
All ages,Females,South Western Sydney LHD,03/04,230.6,215.2,246.8
All ages,Females,South Western Sydney LHD,04/05,216.5,201.7,232
All ages,Females,South Western Sydney LHD,05/06,202.9,188.8,217.7
All ages,Females,South Western Sydney LHD,06/07,203.5,189.6,218.2
All ages,Females,South Western Sydney LHD,07/08,243.3,228.3,259.1
All ages,Females,South Western Sydney LHD,08/09,238.7,224,254.1
All ages,Females,South Western Sydney LHD,09/10,219,205.1,233.6
All ages,Females,South Western Sydney LHD,10/11,190.1,177.3,203.5
All ages,Females,South Western Sydney LHD,11/12,233.4,219.4,248
All ages,Females,South Western Sydney LHD,12/13,208.4,195.3,222
All ages,Females,South Western Sydney LHD,13/14,195,182.6,208
All ages,Females,South Western Sydney LHD,14/15,191.1,179,203.8
All ages,Females,South Western Sydney LHD,15/16,213.2,200.5,226.5
All ages,Females,South Western Sydney LHD,16/17,221,208.3,234.2
All ages,Females,South Western Sydney LHD,17/18,229.3,216.5,242.7
All ages,Females,South Western Sydney LHD,18/19,215.7,203.6,228.4
All ages,Females,South Western Sydney LHD,19/20,189.2,178,200.8
All ages,Females,South Western Sydney LHD,20/21,113.5,105,122.5
All ages,Females,South Western Sydney LHD,21/22,105.2,97.2,113.6
All ages,Females,South Eastern Sydney LHD,01/02,151.6,140.4,163.4
All ages,Females,South Eastern Sydney LHD,02/03,138.2,127.6,149.5
All ages,Females,South Eastern Sydney LHD,03/04,147.3,136.3,158.9
All ages,Females,South Eastern Sydney LHD,04/05,136.4,125.9,147.6
All ages,Females,South Eastern Sydney LHD,05/06,126.7,116.7,137.4
All ages,Females,South Eastern Sydney LHD,06/07,115.3,105.8,125.6
All ages,Females,South Eastern Sydney LHD,07/08,130,120,140.6
All ages,Females,South Eastern Sydney LHD,08/09,131.2,121.3,141.8
All ages,Females,South Eastern Sydney LHD,09/10,110.5,101.4,120.2
All ages,Females,South Eastern Sydney LHD,10/11,116.1,106.8,126.1
All ages,Females,South Eastern Sydney LHD,11/12,134.3,124.2,145
All ages,Females,South Eastern Sydney LHD,12/13,121.5,112,131.6
All ages,Females,South Eastern Sydney LHD,13/14,122.7,113.2,132.7
All ages,Females,South Eastern Sydney LHD,14/15,123.3,114,133.3
All ages,Females,South Eastern Sydney LHD,15/16,125.6,116.2,135.6
All ages,Females,South Eastern Sydney LHD,16/17,122.2,113.1,131.9
All ages,Females,South Eastern Sydney LHD,17/18,119.1,110.1,128.6
All ages,Females,South Eastern Sydney LHD,18/19,117.9,109.1,127.3
All ages,Females,South Eastern Sydney LHD,19/20,105.7,97.4,114.5
All ages,Females,South Eastern Sydney LHD,20/21,65,58.6,71.9
All ages,Females,South Eastern Sydney LHD,21/22,62.4,56.2,69.2
All ages,Females,Illawarra Shoalhaven LHD,01/02,190.9,173.1,210.2
All ages,Females,Illawarra Shoalhaven LHD,02/03,203.6,185.3,223.3
All ages,Females,Illawarra Shoalhaven LHD,03/04,220.2,201.5,240.4
All ages,Females,Illawarra Shoalhaven LHD,04/05,203.5,185.7,222.7
All ages,Females,Illawarra Shoalhaven LHD,05/06,202.8,185.2,221.7
All ages,Females,Illawarra Shoalhaven LHD,06/07,199.4,182.1,218.1
All ages,Females,Illawarra Shoalhaven LHD,07/08,194.9,177.9,213.1
All ages,Females,Illawarra Shoalhaven LHD,08/09,198.6,181.7,216.8
All ages,Females,Illawarra Shoalhaven LHD,09/10,234.9,216.4,254.7
All ages,Females,Illawarra Shoalhaven LHD,10/11,222,204.5,240.7
All ages,Females,Illawarra Shoalhaven LHD,11/12,229.9,212.2,248.9
All ages,Females,Illawarra Shoalhaven LHD,12/13,235.7,218,254.6
All ages,Females,Illawarra Shoalhaven LHD,13/14,229.4,212.1,248
All ages,Females,Illawarra Shoalhaven LHD,14/15,248.2,230.3,267.3
All ages,Females,Illawarra Shoalhaven LHD,15/16,233,215.7,251.5
All ages,Females,Illawarra Shoalhaven LHD,16/17,242.9,225.3,261.8
All ages,Females,Illawarra Shoalhaven LHD,17/18,254.9,236.9,274
All ages,Females,Illawarra Shoalhaven LHD,18/19,251.7,234,270.5
All ages,Females,Illawarra Shoalhaven LHD,19/20,240.3,223.3,258.5
All ages,Females,Illawarra Shoalhaven LHD,20/21,168.2,154,183.4
All ages,Females,Illawarra Shoalhaven LHD,21/22,158.6,145.3,172.9
All ages,Females,Western Sydney LHD,01/02,199.8,184.3,216.2
All ages,Females,Western Sydney LHD,02/03,188.3,173.4,204.2
All ages,Females,Western Sydney LHD,03/04,192.6,177.6,208.6
All ages,Females,Western Sydney LHD,04/05,173.3,159.3,188.3
All ages,Females,Western Sydney LHD,05/06,171.6,157.7,186.3
All ages,Females,Western Sydney LHD,06/07,182.9,168.7,198
All ages,Females,Western Sydney LHD,07/08,168.7,155.2,183
All ages,Females,Western Sydney LHD,08/09,203.3,188.7,218.7
All ages,Females,Western Sydney LHD,09/10,185.7,172,200.2
All ages,Females,Western Sydney LHD,10/11,198.4,184.4,213.2
All ages,Females,Western Sydney LHD,11/12,195.4,181.8,209.8
All ages,Females,Western Sydney LHD,12/13,203.8,190,218.4
All ages,Females,Western Sydney LHD,13/14,199.2,185.8,213.4
All ages,Females,Western Sydney LHD,14/15,207.1,193.4,221.4
All ages,Females,Western Sydney LHD,15/16,218.4,204.6,232.9
All ages,Females,Western Sydney LHD,16/17,211.8,198.4,225.7
All ages,Females,Western Sydney LHD,17/18,217.1,203.8,231.1
All ages,Females,Western Sydney LHD,18/19,208.9,196,222.4
All ages,Females,Western Sydney LHD,19/20,193.5,181.4,206.1
All ages,Females,Western Sydney LHD,20/21,131.7,121.9,142.1
All ages,Females,Western Sydney LHD,21/22,118.9,109.8,128.6
All ages,Females,Nepean Blue Mountains LHD,01/02,196.5,174.1,220.9
All ages,Females,Nepean Blue Mountains LHD,02/03,237.8,213.3,264.2
All ages,Females,Nepean Blue Mountains LHD,03/04,222.7,199.2,248.1
All ages,Females,Nepean Blue Mountains LHD,04/05,239.6,215.3,265.9
All ages,Females,Nepean Blue Mountains LHD,05/06,222.2,199,247.3
All ages,Females,Nepean Blue Mountains LHD,06/07,267.4,242.1,294.5
All ages,Females,Nepean Blue Mountains LHD,07/08,227.9,204.8,252.8
All ages,Females,Nepean Blue Mountains LHD,08/09,243.7,220.3,268.9
All ages,Females,Nepean Blue Mountains LHD,09/10,222.3,200.2,246
All ages,Females,Nepean Blue Mountains LHD,10/11,244.9,222,269.4
All ages,Females,Nepean Blue Mountains LHD,11/12,238.3,216.2,262
All ages,Females,Nepean Blue Mountains LHD,12/13,221.9,200.8,244.6
All ages,Females,Nepean Blue Mountains LHD,13/14,235.6,214.2,258.6
All ages,Females,Nepean Blue Mountains LHD,14/15,241.1,219.8,264
All ages,Females,Nepean Blue Mountains LHD,15/16,237.6,216.7,260
All ages,Females,Nepean Blue Mountains LHD,16/17,277.6,255.5,301.3
All ages,Females,Nepean Blue Mountains LHD,17/18,271.7,250.1,294.8
All ages,Females,Nepean Blue Mountains LHD,18/19,247.4,227.1,269.1
All ages,Females,Nepean Blue Mountains LHD,19/20,209.6,191.4,229.2
All ages,Females,Nepean Blue Mountains LHD,20/21,141,126.3,156.9
All ages,Females,Nepean Blue Mountains LHD,21/22,122.5,109.3,137.1
All ages,Females,Northern Sydney LHD,01/02,127.8,117.8,138.5
All ages,Females,Northern Sydney LHD,02/03,112.8,103.4,122.8
All ages,Females,Northern Sydney LHD,03/04,106.9,97.9,116.6
All ages,Females,Northern Sydney LHD,04/05,104.7,95.7,114.4
All ages,Females,Northern Sydney LHD,05/06,96.1,87.8,105.1
All ages,Females,Northern Sydney LHD,06/07,91.7,83.6,100.4
All ages,Females,Northern Sydney LHD,07/08,111.5,102.7,121
All ages,Females,Northern Sydney LHD,08/09,104.3,95.8,113.4
All ages,Females,Northern Sydney LHD,09/10,106.4,97.8,115.6
All ages,Females,Northern Sydney LHD,10/11,113.3,104.4,122.8
All ages,Females,Northern Sydney LHD,11/12,116.7,107.8,126.2
All ages,Females,Northern Sydney LHD,12/13,105.4,97.1,114.2
All ages,Females,Northern Sydney LHD,13/14,106.9,98.5,115.8
All ages,Females,Northern Sydney LHD,14/15,120.8,112,130.2
All ages,Females,Northern Sydney LHD,15/16,116,107.4,125.1
All ages,Females,Northern Sydney LHD,16/17,109.3,101.1,117.9
All ages,Females,Northern Sydney LHD,17/18,102.9,95.1,111.2
All ages,Females,Northern Sydney LHD,18/19,93.4,86,101.2
All ages,Females,Northern Sydney LHD,19/20,78.9,72.1,86.1
All ages,Females,Northern Sydney LHD,20/21,58.1,52.5,64.3
All ages,Females,Northern Sydney LHD,21/22,56.1,50.6,62
All ages,Females,Central Coast LHD,01/02,235.4,214.8,257.6
All ages,Females,Central Coast LHD,02/03,228.1,207.8,249.9
All ages,Females,Central Coast LHD,03/04,219,199.4,240.1
All ages,Females,Central Coast LHD,04/05,251.2,230.2,273.9
All ages,Females,Central Coast LHD,05/06,237.8,217.8,259.3
All ages,Females,Central Coast LHD,06/07,254.3,233.9,276.3
All ages,Females,Central Coast LHD,07/08,274,252.8,296.8
All ages,Females,Central Coast LHD,08/09,275.5,254.2,298.2
All ages,Females,Central Coast LHD,09/10,263.1,242.5,285.2
All ages,Females,Central Coast LHD,10/11,284.7,263.4,307.5
All ages,Females,Central Coast LHD,11/12,292.8,271.1,315.9
All ages,Females,Central Coast LHD,12/13,242.5,223.1,263.4
All ages,Females,Central Coast LHD,13/14,283.6,262.7,305.9
All ages,Females,Central Coast LHD,14/15,277,256.7,298.6
All ages,Females,Central Coast LHD,15/16,301.9,280.7,324.6
All ages,Females,Central Coast LHD,16/17,312.5,291,335.3
All ages,Females,Central Coast LHD,17/18,298.9,278.2,321
All ages,Females,Central Coast LHD,18/19,307.8,286.9,330.1
All ages,Females,Central Coast LHD,19/20,273.4,254,294
All ages,Females,Central Coast LHD,20/21,204.3,187.5,222.4
All ages,Females,Central Coast LHD,21/22,173.6,158.4,190
All ages,Females,Hunter New England LHD,01/02,210.8,198.2,224
All ages,Females,Hunter New England LHD,02/03,212.2,199.7,225.3
All ages,Females,Hunter New England LHD,03/04,207.4,195,220.4
All ages,Females,Hunter New England LHD,04/05,199.7,187.7,212.4
All ages,Females,Hunter New England LHD,05/06,188.4,176.9,200.6
All ages,Females,Hunter New England LHD,06/07,193,181.3,205.3
All ages,Females,Hunter New England LHD,07/08,226.4,213.9,239.4
All ages,Females,Hunter New England LHD,08/09,212,200.1,224.6
All ages,Females,Hunter New England LHD,09/10,234.3,221.8,247.4
All ages,Females,Hunter New England LHD,10/11,232.5,220.2,245.4
All ages,Females,Hunter New England LHD,11/12,232,219.8,244.6
All ages,Females,Hunter New England LHD,12/13,248.6,236.1,261.7
All ages,Females,Hunter New England LHD,13/14,228.4,216.5,240.8
All ages,Females,Hunter New England LHD,14/15,239.3,227.2,251.9
All ages,Females,Hunter New England LHD,15/16,235,223.2,247.4
All ages,Females,Hunter New England LHD,16/17,256.4,244.2,269.2
All ages,Females,Hunter New England LHD,17/18,256.1,243.9,268.8
All ages,Females,Hunter New England LHD,18/19,240.1,228.4,252.3
All ages,Females,Hunter New England LHD,19/20,217,206.1,228.4
All ages,Females,Hunter New England LHD,20/21,147.5,138.7,156.8
All ages,Females,Hunter New England LHD,21/22,150,141.2,159.3
All ages,Females,Northern NSW LHD,01/02,180,160.5,201.3
All ages,Females,Northern NSW LHD,02/03,195,174.9,217
All ages,Females,Northern NSW LHD,03/04,241.3,219,265.5
All ages,Females,Northern NSW LHD,04/05,210,189.5,232.2
All ages,Females,Northern NSW LHD,05/06,237.5,216.2,260.6
All ages,Females,Northern NSW LHD,06/07,190.6,171.8,211
All ages,Females,Northern NSW LHD,07/08,212.6,192.9,233.9
All ages,Females,Northern NSW LHD,08/09,245.7,224.4,268.7
All ages,Females,Northern NSW LHD,09/10,233.8,213.3,256
All ages,Females,Northern NSW LHD,10/11,238.8,218.3,261
All ages,Females,Northern NSW LHD,11/12,231.4,211.4,253.1
All ages,Females,Northern NSW LHD,12/13,263.7,242.5,286.5
All ages,Females,Northern NSW LHD,13/14,248.5,228.2,270.4
All ages,Females,Northern NSW LHD,14/15,228.1,208.8,249
All ages,Females,Northern NSW LHD,15/16,230.1,211.2,250.5
All ages,Females,Northern NSW LHD,16/17,250.5,230.6,271.8
All ages,Females,Northern NSW LHD,17/18,272.3,251.9,294.2
All ages,Females,Northern NSW LHD,18/19,248.2,228.7,269.3
All ages,Females,Northern NSW LHD,19/20,229.6,211.2,249.4
All ages,Females,Northern NSW LHD,20/21,158.8,143.6,175.6
All ages,Females,Northern NSW LHD,21/22,164.4,148.8,181.5
All ages,Females,Mid North Coast LHD,01/02,268.1,240.3,298.6
All ages,Females,Mid North Coast LHD,02/03,230.2,204.9,258.2
All ages,Females,Mid North Coast LHD,03/04,244.9,219.1,273.2
All ages,Females,Mid North Coast LHD,04/05,206.8,183.6,232.4
All ages,Females,Mid North Coast LHD,05/06,202,178.7,227.7
All ages,Females,Mid North Coast LHD,06/07,169.9,149.2,193
All ages,Females,Mid North Coast LHD,07/08,237.9,213.6,264.4
All ages,Females,Mid North Coast LHD,08/09,266.2,241,293.8
All ages,Females,Mid North Coast LHD,09/10,241.8,218.1,267.7
All ages,Females,Mid North Coast LHD,10/11,264.8,239.9,292.1
All ages,Females,Mid North Coast LHD,11/12,267.9,243.1,295
All ages,Females,Mid North Coast LHD,12/13,295.1,268.9,323.6
All ages,Females,Mid North Coast LHD,13/14,273,248.3,299.8
All ages,Females,Mid North Coast LHD,14/15,289.7,264.5,317.1
All ages,Females,Mid North Coast LHD,15/16,292,266.9,319.1
All ages,Females,Mid North Coast LHD,16/17,264.5,241.6,289.4
All ages,Females,Mid North Coast LHD,17/18,289,265.4,314.5
