Age (years),Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
All ages,Persons,Western Sydney LHD,17/18,379.7,367.2,392.6
All ages,Persons,Western Sydney LHD,18/19,376.8,364.6,389.3
All ages,Persons,Western Sydney LHD,19/20,334.8,323.5,346.4
All ages,Persons,Western Sydney LHD,20/21,192.9,184.5,201.6
All ages,Persons,Nepean Blue Mountains LHD,01/02,325.6,304.8,347.4
All ages,Persons,Nepean Blue Mountains LHD,02/03,314.8,294.8,335.7
All ages,Persons,Nepean Blue Mountains LHD,03/04,323.7,303.5,344.9
All ages,Persons,Nepean Blue Mountains LHD,04/05,314.9,294.9,335.9
All ages,Persons,Nepean Blue Mountains LHD,05/06,287.4,268.4,307.3
All ages,Persons,Nepean Blue Mountains LHD,06/07,299,279.9,319.1
All ages,Persons,Nepean Blue Mountains LHD,07/08,375.6,354.2,398
All ages,Persons,Nepean Blue Mountains LHD,08/09,287.7,269.2,307.2
All ages,Persons,Nepean Blue Mountains LHD,09/10,280.3,262.2,299.2
All ages,Persons,Nepean Blue Mountains LHD,10/11,353.1,333,374
All ages,Persons,Nepean Blue Mountains LHD,11/12,325.8,306.6,345.9
All ages,Persons,Nepean Blue Mountains LHD,12/13,294.4,276.4,313.2
All ages,Persons,Nepean Blue Mountains LHD,13/14,303.2,285.3,322
All ages,Persons,Nepean Blue Mountains LHD,14/15,351.1,332.1,370.9
All ages,Persons,Nepean Blue Mountains LHD,15/16,353.1,334.2,372.9
All ages,Persons,Nepean Blue Mountains LHD,16/17,332.8,314.6,351.7
All ages,Persons,Nepean Blue Mountains LHD,17/18,427,406.6,448.1
All ages,Persons,Nepean Blue Mountains LHD,18/19,392.3,373,412.4
All ages,Persons,Nepean Blue Mountains LHD,19/20,362.9,344.5,381.9
All ages,Persons,Nepean Blue Mountains LHD,20/21,210.5,196.8,225
All ages,Persons,Northern Sydney LHD,01/02,209.5,199.8,219.7
All ages,Persons,Northern Sydney LHD,02/03,205.3,195.7,215.2
All ages,Persons,Northern Sydney LHD,03/04,222.2,212.2,232.5
All ages,Persons,Northern Sydney LHD,04/05,226.1,216.1,236.4
All ages,Persons,Northern Sydney LHD,05/06,212.1,202.5,222
All ages,Persons,Northern Sydney LHD,06/07,194.3,185.2,203.7
All ages,Persons,Northern Sydney LHD,07/08,231.9,222.1,242.1
All ages,Persons,Northern Sydney LHD,08/09,233.2,223.3,243.3
All ages,Persons,Northern Sydney LHD,09/10,218.2,208.8,227.9
All ages,Persons,Northern Sydney LHD,10/11,237.3,227.6,247.5
All ages,Persons,Northern Sydney LHD,11/12,255.9,245.8,266.3
All ages,Persons,Northern Sydney LHD,12/13,215.6,206.6,225
All ages,Persons,Northern Sydney LHD,13/14,222.3,213.1,231.8
All ages,Persons,Northern Sydney LHD,14/15,281.6,271.3,292.2
All ages,Persons,Northern Sydney LHD,15/16,300.3,289.8,311.1
All ages,Persons,Northern Sydney LHD,16/17,287.1,277,297.6
All ages,Persons,Northern Sydney LHD,17/18,339.3,328.3,350.5
All ages,Persons,Northern Sydney LHD,18/19,325.5,314.7,336.6
All ages,Persons,Northern Sydney LHD,19/20,310.2,299.7,321
All ages,Persons,Northern Sydney LHD,20/21,156.3,148.9,163.9
All ages,Persons,Central Coast LHD,01/02,239.5,223.3,256.5
All ages,Persons,Central Coast LHD,02/03,258.9,242.1,276.5
All ages,Persons,Central Coast LHD,03/04,258.3,241.6,276
All ages,Persons,Central Coast LHD,04/05,229.9,214.1,246.6
All ages,Persons,Central Coast LHD,05/06,258,241.3,275.6
All ages,Persons,Central Coast LHD,06/07,237.2,221.5,253.8
All ages,Persons,Central Coast LHD,07/08,245.6,229.8,262.3
All ages,Persons,Central Coast LHD,08/09,256.6,240.4,273.5
All ages,Persons,Central Coast LHD,09/10,248.9,233.1,265.6
All ages,Persons,Central Coast LHD,10/11,286.4,269.5,304
All ages,Persons,Central Coast LHD,11/12,268.2,252.2,285.1
All ages,Persons,Central Coast LHD,12/13,260.8,245.1,277.3
All ages,Persons,Central Coast LHD,13/14,255.4,240.3,271.3
All ages,Persons,Central Coast LHD,14/15,329,311.3,347.5
All ages,Persons,Central Coast LHD,15/16,345.3,327.2,364
All ages,Persons,Central Coast LHD,16/17,287,271.1,303.5
All ages,Persons,Central Coast LHD,17/18,376.8,358.4,396.1
All ages,Persons,Central Coast LHD,18/19,376,357.3,395.4
All ages,Persons,Central Coast LHD,19/20,369.9,351.6,388.9
All ages,Persons,Central Coast LHD,20/21,199.8,186.6,213.7
All ages,Persons,Hunter New England LHD,01/02,294.8,283.5,306.5
All ages,Persons,Hunter New England LHD,02/03,308.8,297.3,320.6
All ages,Persons,Hunter New England LHD,03/04,311.3,299.8,323.2
All ages,Persons,Hunter New England LHD,04/05,314.3,302.9,326.1
All ages,Persons,Hunter New England LHD,05/06,277.7,266.9,288.8
All ages,Persons,Hunter New England LHD,06/07,272.6,262,283.5
All ages,Persons,Hunter New England LHD,07/08,292,281.2,303.2
All ages,Persons,Hunter New England LHD,08/09,270.1,259.8,280.7
All ages,Persons,Hunter New England LHD,09/10,277.5,267.1,288.3
All ages,Persons,Hunter New England LHD,10/11,291.4,280.8,302.3
All ages,Persons,Hunter New England LHD,11/12,302.9,292.1,314
All ages,Persons,Hunter New England LHD,12/13,261.2,251.5,271.3
All ages,Persons,Hunter New England LHD,13/14,277.4,267.4,287.6
All ages,Persons,Hunter New England LHD,14/15,349,337.8,360.4
All ages,Persons,Hunter New England LHD,15/16,351,339.7,362.5
All ages,Persons,Hunter New England LHD,16/17,364.6,353.3,376.1
All ages,Persons,Hunter New England LHD,17/18,425.3,413.2,437.6
All ages,Persons,Hunter New England LHD,18/19,376.5,365.1,388.2
All ages,Persons,Hunter New England LHD,19/20,350.5,339.6,361.6
All ages,Persons,Hunter New England LHD,20/21,222.2,213.8,230.9
All ages,Persons,Northern NSW LHD,01/02,328.8,307.9,350.7
All ages,Persons,Northern NSW LHD,02/03,335.6,314.8,357.4
All ages,Persons,Northern NSW LHD,03/04,298.3,278.8,318.8
All ages,Persons,Northern NSW LHD,04/05,270.6,252,290.3
All ages,Persons,Northern NSW LHD,05/06,287.4,268.3,307.6
All ages,Persons,Northern NSW LHD,06/07,255.8,237.9,274.8
All ages,Persons,Northern NSW LHD,07/08,311.7,292.1,332.2
All ages,Persons,Northern NSW LHD,08/09,299.9,280.8,319.9
All ages,Persons,Northern NSW LHD,09/10,302.4,283.2,322.6
All ages,Persons,Northern NSW LHD,10/11,267.2,249.3,286
All ages,Persons,Northern NSW LHD,11/12,306,287.2,325.7
All ages,Persons,Northern NSW LHD,12/13,264.4,247.2,282.5
All ages,Persons,Northern NSW LHD,13/14,271.7,254.2,290.3
All ages,Persons,Northern NSW LHD,14/15,304.4,285.9,323.7
All ages,Persons,Northern NSW LHD,15/16,341.9,322.1,362.6
All ages,Persons,Northern NSW LHD,16/17,321.5,302.9,340.9
All ages,Persons,Northern NSW LHD,17/18,399.2,378.5,420.8
All ages,Persons,Northern NSW LHD,18/19,370.3,349.5,392
All ages,Persons,Northern NSW LHD,19/20,396.5,375.5,418.3
All ages,Persons,Northern NSW LHD,20/21,205.8,191.2,221.3
All ages,Persons,Mid North Coast LHD,01/02,337.1,312.2,363.6
All ages,Persons,Mid North Coast LHD,02/03,376.5,350.4,404.1
All ages,Persons,Mid North Coast LHD,03/04,431.3,403.2,460.8
All ages,Persons,Mid North Coast LHD,04/05,373,347.3,400.3
All ages,Persons,Mid North Coast LHD,05/06,337.5,313.2,363.1
All ages,Persons,Mid North Coast LHD,06/07,328,304.3,353.1
All ages,Persons,Mid North Coast LHD,07/08,381.9,356.5,408.6
All ages,Persons,Mid North Coast LHD,08/09,372.2,347.4,398.4
All ages,Persons,Mid North Coast LHD,09/10,345.2,321.4,370.4
All ages,Persons,Mid North Coast LHD,10/11,311.8,290.1,334.8
All ages,Persons,Mid North Coast LHD,11/12,340.7,317.7,365.1
All ages,Persons,Mid North Coast LHD,12/13,361,338.1,385.2
All ages,Persons,Mid North Coast LHD,13/14,297.6,277.7,318.8
All ages,Persons,Mid North Coast LHD,14/15,365.6,342.8,389.6
All ages,Persons,Mid North Coast LHD,15/16,399.8,375.3,425.6
All ages,Persons,Mid North Coast LHD,16/17,348.7,326.4,372.3
All ages,Persons,Mid North Coast LHD,17/18,388.3,364.9,412.8
All ages,Persons,Mid North Coast LHD,18/19,367.9,345.1,391.9
All ages,Persons,Mid North Coast LHD,19/20,365.2,342.5,389.1
All ages,Persons,Mid North Coast LHD,20/21,265,245.9,285.4
All ages,Persons,Southern NSW LHD,01/02,306.4,281.6,332.8
All ages,Persons,Southern NSW LHD,02/03,333,307.4,360.2
All ages,Persons,Southern NSW LHD,03/04,337.3,311.7,364.5
All ages,Persons,Southern NSW LHD,04/05,322.5,297.7,348.9
All ages,Persons,Southern NSW LHD,05/06,278.8,255.9,303.3
All ages,Persons,Southern NSW LHD,06/07,269.4,247.5,292.8
All ages,Persons,Southern NSW LHD,07/08,348.9,324,375.4
All ages,Persons,Southern NSW LHD,08/09,349,324.6,374.9
All ages,Persons,Southern NSW LHD,09/10,341.2,317.1,366.7
All ages,Persons,Southern NSW LHD,10/11,420.8,394,449
All ages,Persons,Southern NSW LHD,11/12,367.3,342.6,393.4
All ages,Persons,Southern NSW LHD,12/13,326.3,303.6,350.4
All ages,Persons,Southern NSW LHD,13/14,314.6,292.2,338.4
All ages,Persons,Southern NSW LHD,14/15,339.8,316.6,364.4
All ages,Persons,Southern NSW LHD,15/16,375.5,350.9,401.4
All ages,Persons,Southern NSW LHD,16/17,419.8,394.5,446.3
All ages,Persons,Southern NSW LHD,17/18,469.1,442.4,496.9
All ages,Persons,Southern NSW LHD,18/19,416.2,390.7,443
All ages,Persons,Southern NSW LHD,19/20,381.8,358.3,406.6
All ages,Persons,Southern NSW LHD,20/21,279.9,260.1,300.9
All ages,Persons,Murrumbidgee LHD,01/02,390,365.8,415.4
All ages,Persons,Murrumbidgee LHD,02/03,442.2,416.6,469
All ages,Persons,Murrumbidgee LHD,03/04,429.4,404.1,456
All ages,Persons,Murrumbidgee LHD,04/05,417.5,392.5,443.7
All ages,Persons,Murrumbidgee LHD,05/06,431.3,406.2,457.6
All ages,Persons,Murrumbidgee LHD,06/07,367.9,344.9,392
All ages,Persons,Murrumbidgee LHD,07/08,436.3,411.3,462.5
All ages,Persons,Murrumbidgee LHD,08/09,413,388.7,438.3
All ages,Persons,Murrumbidgee LHD,09/10,395.2,371.4,420
All ages,Persons,Murrumbidgee LHD,10/11,469.7,443.8,496.7
All ages,Persons,Murrumbidgee LHD,11/12,417.9,393.8,443
All ages,Persons,Murrumbidgee LHD,12/13,387.4,364.6,411.3
All ages,Persons,Murrumbidgee LHD,13/14,396.2,373.3,420.1
All ages,Persons,Murrumbidgee LHD,14/15,476.8,451.8,502.9
All ages,Persons,Murrumbidgee LHD,15/16,501.6,475.7,528.6
All ages,Persons,Murrumbidgee LHD,16/17,499.3,473.7,526
All ages,Persons,Murrumbidgee LHD,17/18,540.2,513.8,567.7
All ages,Persons,Murrumbidgee LHD,18/19,526.1,499.8,553.3
All ages,Persons,Murrumbidgee LHD,19/20,489.9,464.9,515.9
All ages,Persons,Murrumbidgee LHD,20/21,316.8,297,337.5
All ages,Persons,Western NSW LHD,01/02,493.6,467.7,520.6
All ages,Persons,Western NSW LHD,02/03,529.4,502.6,557.3
All ages,Persons,Western NSW LHD,03/04,558,530.3,586.7
All ages,Persons,Western NSW LHD,04/05,490.5,464.6,517.4
All ages,Persons,Western NSW LHD,05/06,501.7,475.5,529
All ages,Persons,Western NSW LHD,06/07,408.1,384.9,432.4
All ages,Persons,Western NSW LHD,07/08,487.4,462,514
All ages,Persons,Western NSW LHD,08/09,466.3,441.6,492.1
All ages,Persons,Western NSW LHD,09/10,471.9,447.2,497.7
All ages,Persons,Western NSW LHD,10/11,508,482.5,534.6
All ages,Persons,Western NSW LHD,11/12,464.7,440.7,489.8
All ages,Persons,Western NSW LHD,12/13,432.1,409.4,455.8
All ages,Persons,Western NSW LHD,13/14,402.5,380.5,425.4
All ages,Persons,Western NSW LHD,14/15,436.8,414.2,460.4
All ages,Persons,Western NSW LHD,15/16,493.4,469.2,518.7
All ages,Persons,Western NSW LHD,16/17,539.2,514.1,565.2
All ages,Persons,Western NSW LHD,17/18,515.6,491.2,541
All ages,Persons,Western NSW LHD,18/19,472.4,448.9,496.9
All ages,Persons,Western NSW LHD,19/20,444.9,422.1,468.6
All ages,Persons,Western NSW LHD,20/21,312.1,293.3,331.7
All ages,Persons,All LHDs,01/02,279.4,275.4,283.4
All ages,Persons,All LHDs,02/03,288.9,284.8,292.9
All ages,Persons,All LHDs,03/04,295.8,291.8,300
All ages,Persons,All LHDs,04/05,281.2,277.2,285.1
All ages,Persons,All LHDs,05/06,267.3,263.5,271.2
All ages,Persons,All LHDs,06/07,255.5,251.8,259.2
All ages,Persons,All LHDs,07/08,287.3,283.5,291.2
All ages,Persons,All LHDs,08/09,275.3,271.6,279.1
All ages,Persons,All LHDs,09/10,273.7,270,277.5
All ages,Persons,All LHDs,10/11,287.4,283.6,291.2
All ages,Persons,All LHDs,11/12,297.9,294.1,301.7
All ages,Persons,All LHDs,12/13,271,267.5,274.6
All ages,Persons,All LHDs,13/14,272.8,269.3,276.4
All ages,Persons,All LHDs,14/15,325.6,321.7,329.5
All ages,Persons,All LHDs,15/16,334.6,330.7,338.5
All ages,Persons,All LHDs,16/17,337.4,333.6,341.3
All ages,Persons,All LHDs,17/18,391.3,387.2,395.4
All ages,Persons,All LHDs,18/19,372.6,368.6,376.6
All ages,Persons,All LHDs,19/20,351.5,347.7,355.4
All ages,Persons,All LHDs,20/21,206.3,203.4,209.2
